x,y,pci,rsrp
6.802,12.436,37,-99.229104
6.853,14.4505,37,-99.05283
6.91,16.702,37,-111.514286
8.6845,16.5385,37,-110.327273
8.8165,12.385,37,-101.452381
8.8735,14.6365,37,-99.483529
10.9765,13.3975,37,-87.7575
12.751,13.234,37,-83.994
14.644,13.0675,37,-84.834667
16.4245,13.141,37,-80.530841
18.202,13.096,37,-79.398462
19.7425,13.057,37,-75.358442
21.6355,12.8905,37,-69.703846
23.5405,13.198,37,-70.72766
25.6735,13.144,37,-72.01746
27.0955,13.108,37,-78.077778
28.633,12.9505,37,-82.583019
30.532,13.021,37,-81.594915
32.0695,12.8635,37,-86.568966
33.7255,12.703,37,-90.339216
35.509,12.895,37,-90.549275
37.879,12.835,37,-92.514961
39.1825,12.802,37,-93.3336
40.462,21.1885,38,-90.349618
41.671,12.739,37,-96.207368
42.121,21.1465,38,-89.332374
43.4215,20.995,38,-85.487121
43.564,12.5725,37,-96.166434
43.564,12.5725,38,-102.25
44.746,12.424,37,-97.276984
44.746,12.424,38,-98.615714
45.199,20.95,38,-80.370769
47.119,12.4825,38,-91.696694
47.329,20.7775,38,-82.06
49.4275,14.677,38,-73.112676
49.702,20.836,38,-73.980833
49.732,12.6535,38,-83.051327
49.834,16.6825,38,-69.627465
49.879,18.46,38,-68.946617
51.9835,12.5965,38,-79.773333
52.0345,14.611,38,-77.633577
52.072,20.776,38,-74.60916
52.249,18.4,38,-67.525
52.5595,16.6135,38,-73.351538
53.725,20.497,38,-78.04569
53.8765,12.43,38,-80.63
53.9785,16.459,38,-71.796269
54.049,14.56,38,-77.161364
54.148,18.4705,38,-73.968939
55.177,12.2785,38,-81.29816
55.633,20.923,38,-73.88
56.7145,12.121,39,-85.852239
56.743,8.563,38,-96.47875
56.9035,0.8515,38,-111.9
56.9035,0.8515,39,-114.5
56.9035,0.8515,40,-108.95
57.1885,2.7415,38,-108.563636
57.1885,2.7415,39,-111.466667
57.1885,2.7415,40,-108.81
57.2305,4.4005,38,-114.766667
57.2305,4.4005,39,-106.25
57.2305,4.4005,40,-105.915385
57.8815,20.7475,38,-81.542748
58.8535,12.304,39,-89.075
59.6605,6.7105,38,-103.392857
59.6605,6.7105,40,-103.866667
59.83,8.722,38,-103.1
59.83,8.722,40,-108.3
59.896,20.6965,38,-83.84
60.394,12.265,39,-85.602273
60.6985,0.874,40,-103.033333
61.2025,20.782,38,-88.75625
61.579,12.235,39,-80.992593
61.7935,6.6565,38,-109.375
61.7935,6.6565,40,-99.434454
61.963,8.668,38,-106.297436
61.963,8.668,40,-100.46506
62.74,20.6245,38,-91.074534
62.953,0.9355,40,-98.026471
63.1165,12.0775,39,-78.355882
64.045,6.5995,40,-93.477692
64.0915,3.7525,40,-88.153521
64.162,20.5885,38,-101.83
64.162,20.5885,41,-98.718812
64.5385,12.0415,39,-73.299296
65.587,20.671,38,-102.907143
65.587,20.671,41,-99.10531
66.1,3.4645,40,-88.869748
66.1075,8.4445,40,-93.376923
66.412,6.421,40,-88.688608
66.553,11.9905,39,-71.785606
67.1245,20.5135,38,-100.141379
67.1245,20.5135,41,-102.826316
67.6345,3.1885,40,-83.309032
67.9555,6.5005,40,-86.210294
68.5705,12.058,39,-72.477099
68.896,20.2315,38,-100.18
68.896,20.2315,41,-100.183333
68.959,22.72,38,-108.2
68.959,22.72,41,-96.648913
69.175,3.1495,40,-81.9368
69.217,4.8085,40,-79.479699
69.31,8.482,39,-86.624113
69.4765,10.375,39,-79.512414
69.499,6.58,39,-91.233945
69.499,6.58,40,-93.629231
70.3255,15.808,39,-98.4
70.3255,15.808,41,-92.417886
70.3795,17.941,41,-86.718571
70.5175,14.0245,39,-89.322414
70.5175,14.0245,41,-92.433333
70.582,11.8885,39,-81.827778
70.621,22.7965,41,-93.396212
71.071,3.1015,40,-80.424409
71.116,4.879,40,-78.882707
71.3185,8.194,39,-83.317857
72.154,17.7775,41,-82.802381
72.28,22.7545,41,-87.841085
72.4135,13.9765,41,-90.838532
72.4615,15.8725,39,-96.7568
72.478,11.8405,39,-83.393893
72.8485,3.0565,40,-76.674497
73.2205,8.383,40,-82.480531
73.243,4.588,40,-73.22549
73.933,22.4755,41,-85.5
74.053,17.848,41,-86.347222
74.0785,14.1715,39,-92.375
74.0785,14.1715,41,-88.431579
74.236,15.709,39,-94.194382
74.236,15.709,41,-90.241667
74.374,11.7925,39,-86.422222
74.623,2.893,40,-72.682517
74.905,4.6645,40,-74.221925
74.995,8.2195,40,-80.724476
75.6175,18.757,41,-81.702542
76.1965,13.525,41,-83.136496
76.2295,14.8285,41,-80.935583
76.2685,16.369,41,-82.964286
76.3885,11.7415,39,-86.183333
77.1055,2.593,40,-75.1
77.1535,4.489,40,-74.367333
77.2435,8.044,40,-76.230579
77.632,18.706,41,-81.456818
78.166,11.6965,39,-94.842857
78.166,11.6965,40,-95.125806
78.166,11.6965,41,-86.263636
78.4165,16.9075,41,-78.020312
78.478,14.653,41,-74.320741
78.5605,13.228,41,-77.590323
79.015,7.762,40,-78.596907
79.126,2.779,40,-76.603008
79.4125,18.7795,41,-75.595683
79.447,15.4585,41,-71.302206
79.5265,4.5475,40,-78.058036
79.636,22.924,41,-75.34094
79.828,11.773,41,-84.063636
80.5585,7.8415,40,-84.035294
80.9095,2.971,40,-75.343421
80.9845,15.301,41,-72.388722
81.49,11.8495,41,-83.376563
82.096,7.684,40,-87.638596
82.096,7.684,41,-87.366667
82.2715,9.9325,40,-84.11
82.2715,9.9325,41,-84.191089
82.285,5.782,40,-90.402703
82.285,5.782,41,-95.45
82.3735,4.594,40,-85.872727
82.45,2.932,40,-83.256589
82.6465,15.3775,41,-74.133824
82.7185,18.2215,41,-64.880469
82.8325,22.7245,41,-74.734532
82.888,20.233,41,-73.136434
83.14,11.452,41,-84.589231
83.6365,7.645,40,-88.205556
83.6365,7.645,41,-92.271429
83.872,2.896,40,-84.2325
84.421,15.214,41,-75.162774
84.496,18.1765,41,-67.366917
84.6835,11.5315,41,-85.834091
84.784,20.185,41,-69.487121
84.85,22.792,41,-69.995946
85.4065,2.62,40,-90.643548
85.606,15.184,41,-73.129496
85.654,7.7125,40,-97.030579
86.5045,17.8885,41,-78.242308
86.8135,11.359,41,-89.597368
86.9095,15.151,41,-75.659398
87.2515,9.925,41,-95.709032
87.307,7.4335,40,-95.366071
87.307,7.4335,41,-95.784615
87.5425,2.6845,40,-87.392806
87.67,21.772,41,-77.702326
87.844,19.2775,41,-77.4675
87.964,24.0175,41,-78.682927
88.12,11.4445,41,-84.282443
88.3705,16.6555,41,-82.335115
88.405,13.3345,41,-86.437405
88.4095,18.196,41,-80.857983
88.438,14.638,41,-82.285827
89.083,2.6455,40,-86.989516
89.3275,7.6195,41,-96.258015
89.5,9.7495,41,-91.10177
90.103,24.2005,41,-88.907576
90.1645,21.946,41,-90.473718
90.205,18.862,41,-87.59386
90.253,11.3905,41,-88.860937
90.7525,17.0695,41,-82.372932
90.8905,13.153,41,-86.366087
