x,y,pci,rsrp
49.294,23.455,38.0,-91.310791
49.5805,20.7205,38.0,-78.198471
49.6675,14.7895,38.0,-80.467286
49.729,12.535,38.0,-87.515625
49.834,16.6825,38.0,-78.718152
49.879,18.46,38.0,-77.406734
51.9475,20.542,38.0,-82.790071
52.0255,23.623,38.0,-92.104235
52.15,14.4895,38.0,-84.622568
52.204,16.6225,38.0,-78.76443
52.2175,12.472,38.0,-85.156701
52.249,18.4,38.0,-77.820427
53.965,20.6095,38.0,-83.37541
53.9815,16.5775,38.0,-82.586017
54.049,14.56,38.0,-84.666562
54.1105,12.3055,38.0,-83.587189
54.148,18.4705,38.0,-81.004274
54.751,23.554,38.0,-91.96461
55.5385,12.5065,39.0,-88.454577
55.7485,20.8015,38.0,-82.726136
56.743,8.563,38.0,-108.273333
56.743,8.563,39.0,-98.843458
56.9485,2.629,38.0,-116.866667
56.9485,2.629,39.0,-106.564286
56.9485,2.629,40.0,-118.966667
56.9575,12.352,39.0,-86.985669
57.022,0.8485,38.0,-120.1
57.022,0.8485,39.0,-105.38
57.112,4.4035,39.0,-99.932353
57.112,4.4035,40.0,-114.644444
57.4765,23.485,38.0,-97.240364
57.8785,20.629,38.0,-87.421012
58.8505,12.1855,39.0,-84.631737
59.593,8.728,38.0,-104.726667
59.593,8.728,39.0,-99.71875
59.6605,6.7105,39.0,-94.07377
59.8465,23.425,38.0,-101.523729
59.8465,23.425,41.0,-105.431915
59.893,20.578,38.0,-94.63377
60.397,12.3835,39.0,-81.455053
60.4645,0.9985,39.0,-99.652695
60.4645,0.9985,40.0,-113.671429
61.315,20.542,38.0,-100.307407
61.315,20.542,41.0,-102.79
61.7935,6.6565,39.0,-88.293117
61.813,12.1105,39.0,-76.685784
61.96,8.5495,39.0,-83.00596
61.9825,23.4895,38.0,-108.65
61.9825,23.4895,41.0,-107.4
62.6185,20.509,38.0,-96.342963
62.719,1.06,39.0,-94.379012
63.238,12.193,39.0,-76.127907
63.8515,3.64,39.0,-94.847809
63.9265,6.6025,39.0,-87.316016
64.2805,20.5855,41.0,-97.636994
64.7785,12.154,39.0,-62.073874
65.6995,20.431,38.0,-109.468182
65.6995,20.431,39.0,-112.6
65.6995,20.431,41.0,-100.393443
65.9845,3.586,39.0,-92.327982
66.175,6.427,39.0,-76.718482
66.223,8.323,39.0,-82.09084
66.6745,12.106,39.0,-64.778523
67.243,20.5105,38.0,-110.975
67.243,20.5105,41.0,-101.625
67.759,3.4225,39.0,-92.064889
67.759,3.4225,40.0,-95.5
67.834,6.385,39.0,-84.243151
68.5705,12.058,39.0,-65.259406
68.7805,20.353,38.0,-110.367742
68.7805,20.353,39.0,-115.95
68.7805,20.353,41.0,-101.525
69.175,3.1495,39.0,-91.46092
69.196,22.714,41.0,-97.576016
69.223,5.0455,39.0,-81.741912
69.259,6.4675,39.0,-80.536255
69.4225,8.242,39.0,-78.874597
69.4795,10.4935,39.0,-75.221812
70.2775,13.912,39.0,-80.893004
70.3225,15.6895,39.0,-89.517647
70.3225,15.6895,41.0,-90.851812
70.3795,17.941,39.0,-92.97619
