x,y,pci,rsrp
49.297,23.5735,38.0,-98.284298
49.297,23.5735,39.0,-115.58
49.549,14.7925,38.0,-91.045
49.7575,18.3445,38.0,-85.764894
49.8145,20.596,38.0,-94.336434
49.8535,12.769,37.0,-96.233333
49.8535,12.769,39.0,-89.753535
49.9525,16.6795,38.0,-85.795495
51.8965,18.5275,38.0,-84.307767
51.904,23.5075,38.0,-101.438095
51.9835,12.5965,39.0,-87.716964
52.0345,14.611,38.0,-96.723529
52.0345,14.611,39.0,-96.834247
52.069,20.6575,38.0,-96.656757
52.204,16.6225,38.0,-90.020513
53.728,20.6155,38.0,-93.928235
53.86,16.462,38.0,-90.312676
53.911,18.4765,38.0,-94.347887
53.9305,14.563,38.0,-91.526923
53.995,12.427,39.0,-86.301538
54.748,23.4355,38.0,-107.953333
54.748,23.4355,39.0,-117.072727
55.5355,12.388,39.0,-84.438
55.633,20.923,38.0,-92.25
56.512,8.806,39.0,-98.835075
56.512,8.806,40.0,-110.25
56.9515,2.7475,39.0,-101.971875
56.9515,2.7475,40.0,-115.8
57.025,0.967,39.0,-98.367717
57.025,0.967,40.0,-112.5
57.076,12.349,39.0,-82.432
57.112,4.4035,39.0,-100.071212
57.112,4.4035,40.0,-112.68
57.532,20.9935,38.0,-98.956604
57.532,20.9935,39.0,-109.6
57.7165,23.5975,38.0,-107.842857
57.7165,23.5975,39.0,-120.06
58.735,12.307,39.0,-82.800457
59.539,6.595,39.0,-92.982877
59.593,8.728,39.0,-96.513907
59.6125,23.5495,38.0,-118.55
59.6125,23.5495,39.0,-124.59
59.6125,23.5495,41.0,-117.45
59.659,20.7025,38.0,-100.875
60.2755,12.268,39.0,-77.430909
60.583,0.9955,39.0,-98.129412
60.583,0.9955,40.0,-104.6
61.318,20.6605,38.0,-106.08
61.318,20.6605,39.0,-115.09375
61.576,12.1165,39.0,-74.609137
61.675,6.6595,39.0,-91.682353
61.8445,8.671,39.0,-87.356376
61.867,23.611,38.0,-115.014286
61.867,23.611,39.0,-119.688235
62.974,20.5,38.0,-107.966667
62.974,20.5,39.0,-116.592683
63.0745,1.051,39.0,-97.293233
63.1195,12.196,39.0,-70.35411
64.042,6.481,39.0,-86.595652
64.162,20.5885,38.0,-119.75
64.162,20.5885,39.0,-105.39
64.162,20.5885,41.0,-118.388889
64.207,3.631,39.0,-88.465517
64.657,12.0385,39.0,-72.348428
65.587,20.671,38.0,-121.107692
65.587,20.671,39.0,-109.45
65.587,20.671,41.0,-118.475
65.9785,3.349,39.0,-91.188696
65.9785,3.349,40.0,-95.5
65.989,8.4475,39.0,-76.315854
66.2995,6.661,39.0,-75.08662
66.6775,12.2245,39.0,-65.621769
67.1215,20.395,39.0,-108.725
67.1215,20.395,41.0,-116.335
67.6405,3.4255,39.0,-90.123288
67.6405,3.4255,40.0,-92.0875
67.837,6.5035,39.0,-82.053333
68.689,12.055,39.0,-64.720144
68.905,20.587,39.0,-109.130435
68.905,20.587,41.0,-118.9
68.959,22.72,39.0,-105.078571
68.959,22.72,41.0,-112.176923
69.175,3.1495,39.0,-86.590541
