x,y,pci,rsrp
49.549,14.7925,3800,-77.569178
49.735,12.772,3800,-84.73956
49.8175,20.7145,3800,-74.576415
49.879,18.46,3800,-68.846429
49.9585,16.9165,3800,-69.548333
51.682,14.7385,3800,-77.543939
51.832,20.6635,3800,-80.927389
51.8935,18.409,3800,-69.398529
52.0885,16.744,3800,-74.3
52.099,12.475,3800,-81.780769
53.7475,16.702,3800,-78.533898
53.818,14.803,3800,-83.486275
53.962,20.491,3800,-76.161667
53.992,12.3085,3800,-83.222667
54.0265,18.355,3800,-76.450847
55.654,12.385,3800,-87.594413
55.864,20.68,3800,-82.46391
56.6245,8.566,3900,-99.838961
56.872,4.291,3900,-116.733333
56.9515,2.7475,3900,-114.657143
56.9575,12.352,3800,-93.163636
57.022,0.8485,3900,-115.1
57.526,20.7565,3800,-79.748936
58.8535,12.304,3900,-96.650435
59.3005,20.593,3800,-85.393496
59.353,8.6155,3900,-102.854545
59.6605,6.7105,3900,-103.65
60.2755,12.268,3900,-93.081407
60.4675,1.117,3800,-115.016667
61.078,20.548,3900,-90.867956
61.576,12.1165,3800,-93.621176
61.678,6.778,4000,-108.133333
61.963,8.668,4000,-103.433333
62.5,20.512,3800,-93.801667
63.0715,0.9325,3900,-114.066667
63.1195,12.196,3900,-88.885789
64.042,6.481,3900,-101.105505
64.0855,3.5155,3800,-103.2
64.2775,20.467,4100,-99.895455
64.66,12.157,3800,-86.910494
65.7025,20.5495,4100,-109.05
65.863,3.4705,3900,-99.75625
66.0625,6.667,3900,-98.153285
66.1075,8.4445,3900,-92.550867
66.6715,11.9875,3800,-79.654884
67.1215,20.395,4100,-108.142857
67.756,3.304,3900,-98.303759
67.9555,6.5005,3900,-94.58169
68.452,12.061,3800,-77.419512
68.7805,20.353,4100,-105.838462
68.959,22.72,3900,-105.133333
68.989,5.17,4000,-96.539157
69.181,3.3865,3900,-96.672671
69.358,10.378,3900,-88.367879
69.4285,8.479,3900,-89.129944
69.502,6.6985,3900,-96.890152
70.204,15.6925,3900,-101.783333
70.258,17.8255,3900,-99.909565
70.396,13.909,4100,-98.916514
70.4665,12.01,3800,-90.323377
70.7335,22.5565,4000,-113.9
70.837,3.226,4000,-93.796685
71.119,4.9975,3900,-93.331799
71.3245,8.431,3800,-93.909701
72.277,22.636,3900,-99.369136
72.337,15.6385,4100,-105.053846
72.391,17.7715,3900,-94.702027
72.535,14.092,3900,-95.662264
72.5995,11.956,4000,-95.413971
72.733,3.178,4000,-91.404854
73.1245,4.591,4000,-87.232258
73.336,8.2615,3900,-95.311409
73.96,14.1745,3900,-99.35125
73.996,15.5965,4100,-99.850667
74.053,17.848,4100,-98.271329
74.0545,22.591,3900,-98.337821
74.2585,11.914,4000,-97.678322
74.5465,4.555,4000,-86.108403
74.7415,2.89,4000,-88.072152
74.8765,8.2225,4100,-93.747097
75.505,18.997,4100,-90.215976
76.075,13.4095,4100,-96.369318
76.2235,14.5915,4100,-93.642
76.3885,11.7415,4000,-95.9472
76.996,2.9515,4000,-89.183069
77.038,4.6105,4000,-90.329412
77.2375,7.807,4100,-91.939516
77.5195,18.946,4100,-88.421645
78.0445,11.581,4100,-91.31068
78.241,14.659,4100,-89.248734
78.295,16.792,4100,-81.328667
78.3205,13.1155,4000,-88.027907
78.8935,7.6465,4000,-95.723741
79.2415,2.6575,4000,-88.159239
79.2865,4.435,4100,-89.983088
79.3285,15.4615,4100,-81.43629
79.4125,18.7795,4100,-94.991538
79.633,22.8055,4100,-83.376596
79.9435,11.6515,4000,-96.592547
80.5555,7.723,4000,-98.821951
80.6755,3.0955,4100,-92.085039
80.866,15.304,4100,-83.890523
81.6055,11.728,4000,-89.258219
81.9865,8.0425,4100,-97.321429
82.0375,10.057,4000,-95.994239
82.288,5.9005,4000,-99.663333
82.3285,2.8165,4000,-96.407407
82.3705,4.4755,4100,-98.636275
82.522,15.1435,4100,-82.211111
82.6015,22.9675,4100,-85.960938
82.7155,18.103,4100,-74.95678
82.7665,20.1175,4100,-81.925197
83.0245,11.5735,4000,-95.763529
83.6365,7.645,4000,-102.763636
83.9905,2.893,4100,-95.118343
84.5365,15.0925,4100,-85.306593
84.802,11.5285,4100,-98.496241
84.847,22.6735,4100,-83.152239
84.8995,20.0635,4000,-79.321138
85.528,2.7355,4000,-99.466
85.5325,7.597,4100,-108.963636
85.84,15.0595,4100,-87.746269
86.698,11.4805,4100,-98.563366
87.028,15.148,3900,-81.971
87.367,9.8035,4000,-107.011111
87.427,2.806,4100,-99.784615
87.547,7.546,4100,-106.45
87.727,24.0235,4100,-91.274809
87.7915,21.8875,4100,-86.280117
87.9565,19.0375,4100,-82.158333
88.0435,13.1065,4100,-91.834351
88.249,16.54,4100,-89.395455
88.3105,14.2855,3900,-94.098701
88.354,11.32,4100,-99.629134
88.4065,18.0775,4000,-93.793519
89.4385,2.6365,4100,-100.728571
89.443,7.498,4000,-106.35
89.6155,9.628,4200,-104.371429
89.968,18.868,4100,-96.118248
89.9785,23.9665,4100,-99.024667
90.1615,21.8275,3900,-100.99
90.3685,11.269,4100,-98.934375
90.634,17.0725,4100,-98.362626
90.6955,14.818,4100,-92.959854
90.8905,13.153,4000,-96.331538
91.579,7.5625,4100,-102.679167
91.99,23.797,4200,-99.296396
92.0305,11.3455,4200,-99.853659
92.173,21.658,4100,-101.050685
93.574,11.425,4200,-105.957143
94.249,9.985,4200,-108.983333
94.4305,12.4705,4200,-99.406122
96.205,12.307,3900,-100.6125
96.2605,9.8155,4200,-112.528571
98.0215,13.8025,4200,-114.8
98.1445,18.661,4200,-75.028571
98.182,15.4585,4200,-84.092481
98.302,20.1985,4200,-79.704545
98.3455,17.233,4200,-76.256954
100.045,14.107,4200,-101.622727
100.147,18.136,4200,-72.333133
100.1965,15.4075,4200,-79.408511
100.2355,16.948,4200,-76.135465
101.8525,15.247,4200,-75.55625
101.8915,16.7875,4200,-74.489362
