x,y,pci,rsrp,dis
85.4095,2.7385,4100,-100.753448,17.15123472
85.5325,7.597,4100,-90.825163,12.31518271
85.6,14.947,4100,-68.290438,5.057427113
86.386,17.8915,4100,-74.073106,2.796281146
86.8165,11.4775,4100,-80.191667,8.723862591
87.0085,9.694,4100,-89.071364,10.49532411
87.025,15.0295,4100,-66.017407,5.497668165
87.313,7.6705,4100,-91.258123,12.5327363
87.427,2.806,4100,-97.799563,17.32055556
87.727,24.0235,4100,-74.97053,5.329508537
87.7915,21.8875,4100,-78.472519,3.951332497
87.9595,19.156,4100,-71.772464,3.628450944
88.2745,12.8635,4100,-76.240249,7.997672318
88.285,17.962,4100,-77.194318,4.323844239
88.3105,14.2855,4100,-78.206167,6.809336275
88.3645,16.4185,4100,-75.273656,5.249874522
88.588,11.1955,4100,-82.558036,9.623559853
89.263,9.7555,4100,-84.901304,11.21381689
89.32,2.6395,4000,-101.835714,11.99463548
89.446,7.6165,4100,-89.803604,13.24256049
89.86,23.9695,4100,-82.337321,6.833709845
90.0835,18.7465,4100,-81.501325,5.791550267
90.1585,21.709,4100,-83.27509,6.048067729
90.3715,11.3875,4100,-85.003084,10.3654266
90.7495,16.951,4100,-81.959072,6.984155729
90.772,13.156,4100,-81.167925,9.249108065
91.051,14.809,4100,-80.2,8.351550874
91.579,7.5625,4100,-89.673563,14.23961191
92.0275,11.227,4100,-83.596296,11.51987175
92.098,18.6955,4100,-84.156786,7.785580534
92.1025,23.557,4100,-87.910169,8.543788109
92.17,21.5395,4100,-83.068259,7.949441506
93.571,11.3065,4100,-91.098157,12.54071781
94.3645,9.8635,3900,-111.533333,26.28888097
94.369,14.725,4100,-109.316667,11.21379445
94.4305,12.4705,4200,-93.295327,12.45855692
96.0925,12.547,4100,-98.387681,13.79110312
96.1465,14.68,4200,-91.343147,12.8379384
96.2635,9.934,4100,-94.762562,15.46829364
97.906,13.924,4200,-99.521429,14.75290249
97.945,15.4645,4200,-84.684774,14.24034569
98.068,20.323,4200,-73.745361,13.67583975
98.254,18.3025,4200,-73.08995,13.94127405
98.3425,17.1145,4200,-78.906311,14.21024548
100.075,15.292,4200,-75.438627,16.32704042
100.1575,13.867,4200,-100.48,16.858673
100.2385,17.0665,4200,-75.414583,16.0829638
100.2655,18.133,4200,-75.965236,15.95921738
101.971,15.244,4200,-76.2428,18.16720939
102.1315,16.9,4200,-69.266019,17.97686547
102.1615,18.085,4200,-67.130097,17.84997219
