,x,y,rsrp,pci_37,pci_38,pci_39,pci_40,pci_41,pci_42
0,0.0,0.5758190228756099,0.21622705727586222,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0005357874499669069,0.6609213611304734,0.01668609630632578,0.0,0.0,1.0,0.0,0.0,0.0
2,0.0006145797220208638,0.47557189024776625,0.11351198678099572,0.0,0.0,1.0,0.0,0.0,0.0
3,0.018705285385609394,0.5789240225587732,0.0918862978491688,0.0,0.0,1.0,0.0,0.0,0.0
4,0.019209555926754704,0.6590203409162917,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.020533266097261194,0.4735441353526393,0.09326338145561386,1.0,0.0,0.0,0.0,0.0,0.0
6,0.02707302467773963,0.5229706609213611,0.3565188271313353,0.0,0.0,1.0,0.0,0.0,0.0
7,0.044533392164896476,0.5262023952854699,0.41208534393308427,1.0,0.0,0.0,0.0,0.0,0.0
8,0.06189920892558859,0.514416069957544,0.4268556599611084,1.0,0.0,0.0,0.0,0.0,0.0
9,0.07935957641274544,0.5176478043216526,0.42968758834983856,1.0,0.0,0.0,0.0,0.0,0.0
10,0.09924674587916421,0.5106140295291807,0.4741075299316979,1.0,0.0,0.0,0.0,0.0,0.0
11,0.11919694916322607,0.5135922945313985,0.479651708469653,1.0,0.0,0.0,0.0,0.0,0.0
12,0.13534936493428726,0.5069387237817629,0.593343646392156,1.0,0.0,0.0,0.0,0.0,0.0
13,0.15529956821834914,0.5099169887839807,0.6734739734531656,1.0,0.0,0.0,0.0,0.0,0.0
14,0.17524977150241106,0.5128952537861986,0.6967600134104162,1.0,0.0,0.0,0.0,0.0,0.0
15,0.1951369409688298,0.5058614789937267,0.6143016150687248,1.0,0.0,0.0,0.0,0.0,0.0
16,0.21007595575026003,0.5043406628223813,0.5250039926992469,1.0,0.0,0.0,0.0,0.0,0.0
17,0.22878124113586942,0.5074456625055447,0.4387441245906636,1.0,0.0,0.0,0.0,0.0,0.0
18,0.2498818115919191,0.49527913313478233,0.4386885548014696,1.0,0.0,0.0,0.0,0.0,0.0
19,0.2636074253837184,0.4988910715417274,0.39683462547933135,1.0,0.0,0.0,0.0,0.0,0.0
20,0.2822811938605062,0.4969900513275458,0.427243096001628,0.0,0.0,1.0,0.0,0.0,0.0
21,0.2997100444388415,0.4952157657943096,0.3024355716543057,1.0,0.0,0.0,0.0,0.0,0.0
22,0.3221185666109868,0.49293454153729177,0.17838906879690564,0.0,0.0,1.0,0.0,0.0,0.0
23,0.3396104510069653,0.5011722957987453,0.41163128807133664,0.0,0.0,1.0,0.0,0.0,0.0
24,0.3601909924674588,0.9999999999999999,0.38826555394366147,0.0,1.0,0.0,0.0,0.0,0.0
25,0.36320085725992,0.48875229706609213,0.26134041119847984,0.0,1.0,0.0,0.0,0.0,0.0
26,0.36351602634813585,0.9345415372916799,0.37825844098020367,0.0,1.0,0.0,0.0,0.0,0.0
27,0.36792839358315743,0.8439262404156899,0.4420419198946648,0.0,1.0,0.0,0.0,0.0,0.0
28,0.3825995146396042,0.9977187757429821,0.5040907416454261,0.0,1.0,0.0,0.0,0.0,0.0
29,0.3831195436351603,0.48672454217096517,0.4404305482123325,0.0,0.0,1.0,0.0,0.0,0.0
30,0.38411232626304015,0.842278689563399,0.5041598576171409,0.0,1.0,0.0,0.0,0.0,0.0
31,0.38467963062182864,0.9323870477156073,0.437098172091829,0.0,1.0,0.0,0.0,0.0,0.0
32,0.39805855841659055,0.4852037259996198,0.3701664842574257,0.0,0.0,1.0,0.0,0.0,0.0
33,0.39999684830911786,0.990938470312401,0.4473500904481651,0.0,1.0,0.0,0.0,0.0,0.0
34,0.40083204639288983,0.9257334769659717,0.49738661415253094,0.0,1.0,0.0,0.0,0.0,0.0
35,0.40150965993255394,0.835498384132818,0.5141571381829488,0.0,1.0,0.0,0.0,0.0,0.0
36,0.41548740899492576,0.4834294404663837,0.6009075911847959,0.0,1.0,0.0,0.0,0.0,0.0
37,0.4199470515931798,0.9939167353146189,0.5400195402921837,0.0,1.0,0.0,0.0,0.0,0.0
38,0.42078224967695177,0.9287117419681896,0.7251709547259637,0.0,1.0,0.0,0.0,0.0,0.0
39,0.42267326420624673,0.8333438945567454,0.7303999181627929,0.0,1.0,0.0,0.0,0.0,0.0
