,x,y,pci,zone
923,40.0,7.0,38.0,4.0
924,41.0,7.0,38.0,4.0
925,42.0,7.0,38.0,4.0
926,43.0,7.0,38.0,4.0
927,44.0,7.0,38.0,4.0
928,45.0,7.0,38.0,4.0
929,46.0,7.0,38.0,4.0
930,47.0,7.0,38.0,4.0
931,48.0,7.0,38.0,4.0
932,49.0,7.0,38.0,4.0
933,50.0,7.0,38.0,4.0
934,51.0,7.0,38.0,4.0
935,52.0,7.0,38.0,4.0
936,53.0,7.0,39.0,3.0
937,54.0,7.0,39.0,3.0
938,55.0,7.0,39.0,3.0
939,56.0,7.0,39.0,3.0
940,57.0,7.0,39.0,3.0
941,58.0,7.0,39.0,3.0
942,59.0,7.0,39.0,3.0
28,60.0,7.0,39.0,3.0
943,61.0,7.0,39.0,3.0
944,62.0,7.0,39.0,3.0
945,63.0,7.0,39.0,3.0
946,64.0,7.0,39.0,3.0
947,65.0,7.0,39.0,3.0
49,66.0,7.0,39.0,3.0
948,67.0,7.0,39.0,3.0
53,68.0,7.0,39.0,3.0
60,69.0,7.0,39.0,3.0
949,70.0,7.0,39.0,3.0
950,71.0,7.0,39.0,3.0
951,72.0,7.0,39.0,3.0
952,73.0,7.0,39.0,3.0
953,74.0,7.0,40.0,3.0
954,75.0,7.0,40.0,5.0
955,76.0,7.0,40.0,5.0
956,77.0,7.0,40.0,5.0
957,78.0,7.0,40.0,5.0
958,79.0,7.0,40.0,5.0
959,80.0,7.0,41.0,2.0
960,81.0,7.0,41.0,2.0
961,82.0,7.0,41.0,2.0
962,83.0,7.0,41.0,2.0
963,84.0,7.0,41.0,2.0
964,85.0,7.0,41.0,2.0
965,86.0,7.0,41.0,2.0
966,87.0,7.0,41.0,2.0
967,88.0,7.0,41.0,2.0
968,89.0,7.0,41.0,2.0
969,90.0,7.0,41.0,2.0
970,91.0,7.0,41.0,2.0
971,92.0,7.0,41.0,2.0
972,93.0,7.0,41.0,2.0
973,94.0,7.0,41.0,2.0
974,95.0,7.0,41.0,2.0
975,96.0,7.0,41.0,2.0
976,97.0,7.0,41.0,2.0
977,98.0,7.0,41.0,2.0
978,99.0,7.0,41.0,2.0
979,100.0,7.0,39.0,2.0
980,101.0,7.0,39.0,1.0
981,102.0,7.0,42.0,1.0
982,103.0,7.0,42.0,1.0
983,104.0,7.0,42.0,1.0
984,0.0,8.0,38.0,4.0
985,1.0,8.0,38.0,4.0
986,2.0,8.0,38.0,4.0
987,3.0,8.0,38.0,4.0
988,4.0,8.0,38.0,4.0
989,5.0,8.0,38.0,4.0
990,6.0,8.0,38.0,4.0
991,7.0,8.0,38.0,4.0
992,8.0,8.0,38.0,4.0
993,9.0,8.0,38.0,4.0
994,10.0,8.0,38.0,4.0
995,11.0,8.0,38.0,4.0
996,12.0,8.0,38.0,4.0
997,13.0,8.0,38.0,4.0
998,14.0,8.0,38.0,4.0
999,15.0,8.0,38.0,4.0
1000,16.0,8.0,38.0,4.0
1001,17.0,8.0,38.0,4.0
1002,18.0,8.0,38.0,4.0
1003,19.0,8.0,38.0,4.0
1004,20.0,8.0,38.0,4.0
1005,21.0,8.0,38.0,4.0
1006,22.0,8.0,38.0,4.0
1007,23.0,8.0,38.0,4.0
1008,24.0,8.0,38.0,4.0
1009,25.0,8.0,38.0,4.0
1010,26.0,8.0,38.0,4.0
1011,27.0,8.0,38.0,4.0
1012,28.0,8.0,38.0,4.0
1013,29.0,8.0,38.0,4.0
1014,30.0,8.0,38.0,4.0
1015,31.0,8.0,38.0,4.0
1016,32.0,8.0,38.0,4.0
1017,33.0,8.0,38.0,4.0
1018,34.0,8.0,38.0,4.0
1019,35.0,8.0,38.0,4.0
1020,36.0,8.0,38.0,4.0
1021,37.0,8.0,38.0,4.0
1022,38.0,8.0,38.0,4.0
1023,39.0,8.0,38.0,4.0
1024,40.0,8.0,38.0,4.0
1025,41.0,8.0,38.0,4.0
1026,42.0,8.0,38.0,4.0
1027,43.0,8.0,38.0,4.0
1028,44.0,8.0,38.0,4.0
1029,45.0,8.0,38.0,4.0
1030,46.0,8.0,38.0,4.0
1031,47.0,8.0,38.0,4.0
1032,48.0,8.0,38.0,4.0
1033,49.0,8.0,38.0,4.0
1034,50.0,8.0,38.0,4.0
1035,51.0,8.0,38.0,4.0
1036,52.0,8.0,38.0,4.0
1037,53.0,8.0,38.0,4.0
1038,54.0,8.0,39.0,3.0
1039,55.0,8.0,39.0,3.0
1040,56.0,8.0,39.0,3.0
1041,57.0,8.0,39.0,3.0
1042,58.0,8.0,39.0,3.0
1043,59.0,8.0,39.0,3.0
1044,60.0,8.0,39.0,3.0
1045,61.0,8.0,39.0,3.0
1046,62.0,8.0,39.0,3.0
1047,63.0,8.0,39.0,3.0
1048,64.0,8.0,39.0,3.0
1049,65.0,8.0,39.0,3.0
48,66.0,8.0,39.0,3.0
1050,67.0,8.0,39.0,3.0
1051,68.0,8.0,39.0,3.0
61,69.0,8.0,39.0,3.0
1052,70.0,8.0,39.0,3.0
69,71.0,8.0,39.0,3.0
1053,72.0,8.0,39.0,3.0
76,73.0,8.0,39.0,3.0
1054,74.0,8.0,39.0,3.0
85,75.0,8.0,39.0,3.0
1055,76.0,8.0,40.0,5.0
92,77.0,8.0,40.0,5.0
1056,78.0,8.0,40.0,5.0
99,79.0,8.0,40.0,5.0
106,80.0,8.0,41.0,2.0
1057,81.0,8.0,41.0,2.0
111,82.0,8.0,41.0,2.0
1058,83.0,8.0,41.0,2.0
121,84.0,8.0,41.0,2.0
1059,85.0,8.0,41.0,2.0
128,86.0,8.0,41.0,2.0
134,87.0,8.0,41.0,2.0
1060,88.0,8.0,41.0,2.0
146,89.0,8.0,41.0,2.0
1061,90.0,8.0,41.0,2.0
1062,91.0,8.0,41.0,2.0
154,92.0,8.0,41.0,2.0
1063,93.0,8.0,41.0,2.0
1064,94.0,8.0,41.0,2.0
1065,95.0,8.0,41.0,2.0
1066,96.0,8.0,41.0,2.0
1067,97.0,8.0,41.0,2.0
1068,98.0,8.0,41.0,2.0
1069,99.0,8.0,39.0,2.0
1070,100.0,8.0,39.0,2.0
1071,101.0,8.0,42.0,1.0
1072,102.0,8.0,42.0,1.0
1073,103.0,8.0,42.0,1.0
1074,104.0,8.0,42.0,1.0
1075,0.0,9.0,38.0,4.0
1076,1.0,9.0,38.0,4.0
1077,2.0,9.0,38.0,4.0
1078,3.0,9.0,38.0,4.0
1079,4.0,9.0,38.0,4.0
1080,5.0,9.0,38.0,4.0
1081,6.0,9.0,38.0,4.0
1082,7.0,9.0,38.0,4.0
1083,8.0,9.0,38.0,4.0
1084,9.0,9.0,38.0,4.0
1085,10.0,9.0,38.0,4.0
1086,11.0,9.0,38.0,4.0
1087,12.0,9.0,38.0,4.0
1088,13.0,9.0,38.0,4.0
1089,14.0,9.0,38.0,4.0
1090,15.0,9.0,38.0,4.0
1091,16.0,9.0,38.0,4.0
1092,17.0,9.0,38.0,4.0
1093,18.0,9.0,38.0,4.0
1094,19.0,9.0,38.0,4.0
1095,20.0,9.0,38.0,4.0
1096,21.0,9.0,38.0,4.0
1097,22.0,9.0,38.0,4.0
1098,23.0,9.0,38.0,4.0
1099,24.0,9.0,38.0,4.0
1100,25.0,9.0,38.0,4.0
1101,26.0,9.0,38.0,4.0
1102,27.0,9.0,38.0,4.0
1103,28.0,9.0,38.0,4.0
1104,29.0,9.0,38.0,4.0
1105,30.0,9.0,38.0,4.0
1106,31.0,9.0,38.0,4.0
1107,32.0,9.0,38.0,4.0
1108,33.0,9.0,38.0,4.0
1109,34.0,9.0,38.0,4.0
1110,35.0,9.0,38.0,4.0
1111,36.0,9.0,38.0,4.0
1112,37.0,9.0,38.0,4.0
1113,38.0,9.0,38.0,4.0
1114,39.0,9.0,38.0,4.0
1115,40.0,9.0,38.0,4.0
1116,41.0,9.0,38.0,4.0
1117,42.0,9.0,38.0,4.0
1118,43.0,9.0,38.0,4.0
1119,44.0,9.0,38.0,4.0
1120,45.0,9.0,38.0,4.0
1121,46.0,9.0,38.0,4.0
1122,47.0,9.0,38.0,4.0
1123,48.0,9.0,38.0,4.0
1124,49.0,9.0,38.0,4.0
1125,50.0,9.0,38.0,4.0
1126,51.0,9.0,38.0,4.0
1127,52.0,9.0,38.0,4.0
1128,53.0,9.0,38.0,4.0
1129,54.0,9.0,39.0,3.0
1130,55.0,9.0,39.0,3.0
1131,56.0,9.0,39.0,3.0
20,57.0,9.0,39.0,3.0
1132,58.0,9.0,39.0,3.0
1133,59.0,9.0,39.0,3.0
29,60.0,9.0,39.0,3.0
1134,61.0,9.0,39.0,3.0
37,62.0,9.0,39.0,3.0
1135,63.0,9.0,39.0,3.0
1136,64.0,9.0,39.0,3.0
1137,65.0,9.0,39.0,3.0
1138,66.0,9.0,39.0,3.0
1139,67.0,9.0,39.0,3.0
1140,68.0,9.0,39.0,3.0
1141,69.0,9.0,39.0,3.0
1142,70.0,9.0,39.0,3.0
1143,71.0,9.0,39.0,3.0
1144,72.0,9.0,39.0,3.0
1145,73.0,9.0,39.0,3.0
1146,74.0,9.0,39.0,3.0
1147,75.0,9.0,39.0,3.0
1148,76.0,9.0,39.0,3.0
1149,77.0,9.0,40.0,5.0
1150,78.0,9.0,40.0,5.0
1151,79.0,9.0,40.0,5.0
1152,80.0,9.0,41.0,2.0
1153,81.0,9.0,41.0,2.0
1154,82.0,9.0,41.0,2.0
1155,83.0,9.0,41.0,2.0
1156,84.0,9.0,41.0,2.0
1157,85.0,9.0,41.0,2.0
1158,86.0,9.0,41.0,2.0
1159,87.0,9.0,41.0,2.0
1160,88.0,9.0,41.0,2.0
1161,89.0,9.0,41.0,2.0
1162,90.0,9.0,41.0,2.0
1163,91.0,9.0,41.0,2.0
1164,92.0,9.0,41.0,2.0
1165,93.0,9.0,41.0,2.0
1166,94.0,9.0,41.0,2.0
1167,95.0,9.0,39.0,2.0
1168,96.0,9.0,41.0,2.0
1169,97.0,9.0,41.0,2.0
1170,98.0,9.0,39.0,2.0
1171,99.0,9.0,39.0,2.0
1172,100.0,9.0,42.0,1.0
1173,101.0,9.0,42.0,1.0
1174,102.0,9.0,42.0,1.0
1175,103.0,9.0,42.0,1.0
1176,104.0,9.0,42.0,1.0
1177,0.0,10.0,38.0,4.0
1178,1.0,10.0,38.0,4.0
1179,2.0,10.0,38.0,4.0
1180,3.0,10.0,38.0,4.0
1181,4.0,10.0,38.0,4.0
1182,5.0,10.0,38.0,4.0
1183,6.0,10.0,38.0,4.0
1184,7.0,10.0,38.0,4.0
1185,8.0,10.0,38.0,4.0
1186,9.0,10.0,38.0,4.0
1187,10.0,10.0,38.0,4.0
1188,11.0,10.0,38.0,4.0
1189,12.0,10.0,38.0,4.0
1190,13.0,10.0,38.0,4.0
1191,14.0,10.0,38.0,4.0
1192,15.0,10.0,38.0,4.0
1193,16.0,10.0,38.0,4.0
1194,17.0,10.0,38.0,4.0
1195,18.0,10.0,38.0,4.0
1196,19.0,10.0,38.0,4.0
1197,20.0,10.0,38.0,4.0
1198,21.0,10.0,38.0,4.0
1199,22.0,10.0,38.0,4.0
1200,23.0,10.0,38.0,4.0
1201,24.0,10.0,38.0,4.0
1202,25.0,10.0,38.0,4.0
1203,26.0,10.0,38.0,4.0
1204,27.0,10.0,38.0,4.0
1205,28.0,10.0,38.0,4.0
1206,29.0,10.0,38.0,4.0
1207,30.0,10.0,38.0,4.0
1208,31.0,10.0,38.0,4.0
1209,32.0,10.0,38.0,4.0
1210,33.0,10.0,38.0,4.0
1211,34.0,10.0,38.0,4.0
1212,35.0,10.0,38.0,4.0
1213,36.0,10.0,38.0,4.0
1214,37.0,10.0,38.0,4.0
1215,38.0,10.0,38.0,4.0
1216,39.0,10.0,38.0,4.0
1217,40.0,10.0,38.0,4.0
1218,41.0,10.0,38.0,4.0
1219,42.0,10.0,38.0,4.0
1220,43.0,10.0,38.0,4.0
1221,44.0,10.0,38.0,4.0
1222,45.0,10.0,38.0,4.0
1223,46.0,10.0,38.0,4.0
1224,47.0,10.0,38.0,4.0
1225,48.0,10.0,38.0,4.0
1226,49.0,10.0,38.0,4.0
1227,50.0,10.0,38.0,4.0
1228,51.0,10.0,38.0,4.0
1229,52.0,10.0,38.0,4.0
1230,53.0,10.0,38.0,4.0
1231,54.0,10.0,39.0,3.0
1232,55.0,10.0,39.0,3.0
1233,56.0,10.0,39.0,3.0
1234,57.0,10.0,39.0,3.0
1235,58.0,10.0,39.0,3.0
1236,59.0,10.0,39.0,3.0
1237,60.0,10.0,39.0,3.0
1238,61.0,10.0,39.0,3.0
1239,62.0,10.0,39.0,3.0
1240,63.0,10.0,39.0,3.0
1241,64.0,10.0,39.0,3.0
1242,65.0,10.0,39.0,3.0
1243,66.0,10.0,39.0,3.0
1244,67.0,10.0,39.0,3.0
1245,68.0,10.0,39.0,3.0
59,69.0,10.0,39.0,3.0
1246,70.0,10.0,39.0,3.0
1247,71.0,10.0,39.0,3.0
1248,72.0,10.0,39.0,3.0
1249,73.0,10.0,39.0,3.0
1250,74.0,10.0,39.0,3.0
1251,75.0,10.0,39.0,3.0
1252,76.0,10.0,39.0,3.0
1253,77.0,10.0,41.0,2.0
1254,78.0,10.0,41.0,5.0
1255,79.0,10.0,41.0,2.0
1256,80.0,10.0,41.0,2.0
1257,81.0,10.0,41.0,2.0
112,82.0,10.0,41.0,2.0
1258,83.0,10.0,41.0,2.0
1259,84.0,10.0,41.0,2.0
1260,85.0,10.0,41.0,2.0
1261,86.0,10.0,41.0,2.0
132,87.0,10.0,41.0,2.0
1262,88.0,10.0,41.0,2.0
144,89.0,10.0,41.0,2.0
1263,90.0,10.0,41.0,2.0
1264,91.0,10.0,41.0,2.0
1265,92.0,10.0,41.0,2.0
1266,93.0,10.0,41.0,2.0
160,94.0,10.0,39.0,3.0
1267,95.0,10.0,39.0,2.0
165,96.0,10.0,41.0,2.0
1268,97.0,10.0,39.0,2.0
1269,98.0,10.0,39.0,2.0
1270,99.0,10.0,42.0,1.0
1271,100.0,10.0,42.0,1.0
1272,101.0,10.0,42.0,1.0
1273,102.0,10.0,42.0,1.0
1274,103.0,10.0,42.0,1.0
1275,104.0,10.0,42.0,1.0
1276,0.0,11.0,38.0,4.0
1277,1.0,11.0,38.0,4.0
1278,2.0,11.0,38.0,4.0
1279,3.0,11.0,38.0,4.0
1280,4.0,11.0,38.0,4.0
1281,5.0,11.0,38.0,4.0
1282,6.0,11.0,38.0,4.0
1283,7.0,11.0,38.0,4.0
1284,8.0,11.0,38.0,4.0
1285,9.0,11.0,38.0,4.0
1286,10.0,11.0,38.0,4.0
1287,11.0,11.0,38.0,4.0
1288,12.0,11.0,38.0,4.0
1289,13.0,11.0,38.0,4.0
1290,14.0,11.0,38.0,4.0
1291,15.0,11.0,38.0,4.0
1292,16.0,11.0,38.0,4.0
1293,17.0,11.0,38.0,4.0
1294,18.0,11.0,38.0,4.0
1295,19.0,11.0,38.0,4.0
1296,20.0,11.0,38.0,4.0
1297,21.0,11.0,38.0,4.0
1298,22.0,11.0,38.0,4.0
1299,23.0,11.0,38.0,4.0
1300,24.0,11.0,38.0,4.0
1301,25.0,11.0,38.0,4.0
1302,26.0,11.0,38.0,4.0
1303,27.0,11.0,38.0,4.0
1304,28.0,11.0,38.0,4.0
1305,29.0,11.0,38.0,4.0
1306,30.0,11.0,38.0,4.0
1307,31.0,11.0,38.0,4.0
1308,32.0,11.0,38.0,4.0
1309,33.0,11.0,38.0,4.0
1310,34.0,11.0,38.0,4.0
1311,35.0,11.0,38.0,4.0
1312,36.0,11.0,38.0,4.0
1313,37.0,11.0,38.0,4.0
1314,38.0,11.0,38.0,4.0
1315,39.0,11.0,38.0,4.0
1316,40.0,11.0,38.0,4.0
1317,41.0,11.0,38.0,4.0
1318,42.0,11.0,38.0,4.0
1319,43.0,11.0,38.0,4.0
1320,44.0,11.0,38.0,4.0
1321,45.0,11.0,38.0,4.0
1322,46.0,11.0,38.0,4.0
1323,47.0,11.0,38.0,4.0
1324,48.0,11.0,38.0,4.0
1325,49.0,11.0,38.0,4.0
1326,50.0,11.0,38.0,4.0
1327,51.0,11.0,38.0,4.0
1328,52.0,11.0,38.0,4.0
1329,53.0,11.0,38.0,4.0
1330,54.0,11.0,38.0,4.0
1331,55.0,11.0,39.0,3.0
1332,56.0,11.0,39.0,3.0
1333,57.0,11.0,39.0,3.0
1334,58.0,11.0,39.0,3.0
1335,59.0,11.0,39.0,3.0
1336,60.0,11.0,39.0,3.0
1337,61.0,11.0,39.0,3.0
1338,62.0,11.0,39.0,3.0
1339,63.0,11.0,39.0,3.0
1340,64.0,11.0,39.0,3.0
1341,65.0,11.0,39.0,3.0
1342,66.0,11.0,39.0,3.0
1343,67.0,11.0,39.0,3.0
1344,68.0,11.0,39.0,3.0
1345,69.0,11.0,39.0,3.0
1346,70.0,11.0,39.0,3.0
1347,71.0,11.0,39.0,3.0
1348,72.0,11.0,39.0,3.0
1349,73.0,11.0,39.0,3.0
1350,74.0,11.0,39.0,3.0
1351,75.0,11.0,39.0,3.0
1352,76.0,11.0,41.0,2.0
1353,77.0,11.0,41.0,2.0
1354,78.0,11.0,41.0,2.0
1355,79.0,11.0,41.0,2.0
1356,80.0,11.0,41.0,2.0
1357,81.0,11.0,41.0,2.0
1358,82.0,11.0,41.0,2.0
119,83.0,11.0,41.0,2.0
1359,84.0,11.0,41.0,2.0
123,85.0,11.0,41.0,2.0
1360,86.0,11.0,41.0,2.0
131,87.0,11.0,41.0,2.0
1361,88.0,11.0,41.0,2.0
143,89.0,11.0,41.0,2.0
150,90.0,11.0,41.0,2.0
1362,91.0,11.0,41.0,2.0
155,92.0,11.0,41.0,2.0
1363,93.0,11.0,41.0,2.0
159,94.0,11.0,41.0,2.0
1364,95.0,11.0,39.0,2.0
1365,96.0,11.0,39.0,2.0
1366,97.0,11.0,39.0,2.0
1367,98.0,11.0,42.0,2.0
1368,99.0,11.0,42.0,1.0
1369,100.0,11.0,42.0,1.0
1370,101.0,11.0,42.0,1.0
1371,102.0,11.0,42.0,1.0
1372,103.0,11.0,42.0,1.0
1373,104.0,11.0,42.0,1.0
1374,0.0,12.0,38.0,4.0
1375,1.0,12.0,38.0,4.0
1376,2.0,12.0,38.0,4.0
1377,3.0,12.0,38.0,4.0
1378,4.0,12.0,38.0,4.0
1379,5.0,12.0,38.0,4.0
1380,6.0,12.0,38.0,4.0
1381,7.0,12.0,38.0,4.0
1382,8.0,12.0,38.0,4.0
1383,9.0,12.0,38.0,4.0
1384,10.0,12.0,38.0,4.0
1385,11.0,12.0,38.0,4.0
1386,12.0,12.0,38.0,4.0
1387,13.0,12.0,38.0,4.0
1388,14.0,12.0,38.0,4.0
1389,15.0,12.0,38.0,4.0
1390,16.0,12.0,38.0,4.0
1391,17.0,12.0,38.0,4.0
1392,18.0,12.0,38.0,4.0
1393,19.0,12.0,38.0,4.0
1394,20.0,12.0,38.0,4.0
1395,21.0,12.0,38.0,4.0
1396,22.0,12.0,38.0,4.0
1397,23.0,12.0,38.0,4.0
1398,24.0,12.0,38.0,4.0
1399,25.0,12.0,38.0,4.0
1400,26.0,12.0,38.0,4.0
1401,27.0,12.0,38.0,4.0
1402,28.0,12.0,38.0,4.0
1403,29.0,12.0,38.0,4.0
1404,30.0,12.0,38.0,4.0
1405,31.0,12.0,38.0,4.0
1406,32.0,12.0,38.0,4.0
1407,33.0,12.0,38.0,4.0
1408,34.0,12.0,38.0,4.0
1409,35.0,12.0,38.0,4.0
1410,36.0,12.0,38.0,4.0
1411,37.0,12.0,38.0,4.0
1412,38.0,12.0,38.0,4.0
1413,39.0,12.0,38.0,4.0
1414,40.0,12.0,38.0,4.0
1415,41.0,12.0,38.0,4.0
1416,42.0,12.0,38.0,4.0
1417,43.0,12.0,38.0,4.0
1418,44.0,12.0,38.0,4.0
1419,45.0,12.0,38.0,4.0
1420,46.0,12.0,38.0,4.0
1421,47.0,12.0,38.0,4.0
1422,48.0,12.0,38.0,4.0
1423,49.0,12.0,38.0,4.0
3,50.0,12.0,38.0,4.0
1424,51.0,12.0,38.0,4.0
1425,52.0,12.0,38.0,4.0
1426,53.0,12.0,38.0,4.0
14,54.0,12.0,38.0,4.0
1427,55.0,12.0,39.0,3.0
18,56.0,12.0,39.0,3.0
22,57.0,12.0,39.0,3.0
1428,58.0,12.0,39.0,3.0
27,59.0,12.0,39.0,3.0
32,60.0,12.0,39.0,3.0
1429,61.0,12.0,39.0,3.0
36,62.0,12.0,39.0,3.0
41,63.0,12.0,39.0,3.0
1430,64.0,12.0,39.0,3.0
45,65.0,12.0,39.0,3.0
1431,66.0,12.0,39.0,3.0
50,67.0,12.0,39.0,3.0
1432,68.0,12.0,39.0,3.0
54,69.0,12.0,39.0,3.0
1433,70.0,12.0,39.0,3.0
65,71.0,12.0,39.0,3.0
1434,72.0,12.0,39.0,3.0
74,73.0,12.0,39.0,3.0
82,74.0,12.0,39.0,3.0
1435,75.0,12.0,41.0,2.0
90,76.0,12.0,41.0,2.0
1436,77.0,12.0,41.0,2.0
95,78.0,12.0,41.0,2.0
1437,79.0,12.0,41.0,2.0
105,80.0,12.0,41.0,2.0
109,81.0,12.0,41.0,2.0
1438,82.0,12.0,41.0,2.0
1439,83.0,12.0,41.0,2.0
1440,84.0,12.0,41.0,2.0
1441,85.0,12.0,41.0,2.0
1442,86.0,12.0,41.0,2.0
1443,87.0,12.0,41.0,2.0
1444,88.0,12.0,41.0,2.0
1445,89.0,12.0,41.0,2.0
1446,90.0,12.0,41.0,2.0
1447,91.0,12.0,41.0,2.0
1448,92.0,12.0,41.0,2.0
1449,93.0,12.0,41.0,2.0
162,94.0,12.0,42.0,1.0
1450,95.0,12.0,41.0,2.0
1451,96.0,12.0,41.0,2.0
1452,97.0,12.0,42.0,2.0
1453,98.0,12.0,42.0,1.0
1454,99.0,12.0,42.0,1.0
1455,100.0,12.0,42.0,1.0
1456,101.0,12.0,42.0,1.0
1457,102.0,12.0,42.0,1.0
1458,103.0,12.0,42.0,1.0
1459,104.0,12.0,42.0,1.0
1460,0.0,13.0,38.0,4.0
1461,1.0,13.0,38.0,4.0
1462,2.0,13.0,38.0,4.0
1463,3.0,13.0,38.0,4.0
1464,4.0,13.0,38.0,4.0
1465,5.0,13.0,38.0,4.0
1466,6.0,13.0,38.0,4.0
1467,7.0,13.0,38.0,4.0
1468,8.0,13.0,38.0,4.0
1469,9.0,13.0,38.0,4.0
1470,10.0,13.0,38.0,4.0
1471,11.0,13.0,38.0,4.0
1472,12.0,13.0,38.0,4.0
1473,13.0,13.0,38.0,4.0
1474,14.0,13.0,38.0,4.0
1475,15.0,13.0,38.0,4.0
1476,16.0,13.0,38.0,4.0
1477,17.0,13.0,38.0,4.0
1478,18.0,13.0,38.0,4.0
1479,19.0,13.0,38.0,4.0
1480,20.0,13.0,38.0,4.0
1481,21.0,13.0,38.0,4.0
1482,22.0,13.0,38.0,4.0
1483,23.0,13.0,38.0,4.0
1484,24.0,13.0,38.0,4.0
1485,25.0,13.0,38.0,4.0
1486,26.0,13.0,38.0,4.0
1487,27.0,13.0,38.0,4.0
1488,28.0,13.0,38.0,4.0
1489,29.0,13.0,38.0,4.0
1490,30.0,13.0,38.0,4.0
1491,31.0,13.0,38.0,4.0
1492,32.0,13.0,38.0,4.0
1493,33.0,13.0,38.0,4.0
1494,34.0,13.0,38.0,4.0
1495,35.0,13.0,38.0,4.0
1496,36.0,13.0,38.0,4.0
1497,37.0,13.0,38.0,4.0
1498,38.0,13.0,38.0,4.0
1499,39.0,13.0,38.0,4.0
1500,40.0,13.0,38.0,4.0
1501,41.0,13.0,38.0,4.0
1502,42.0,13.0,38.0,4.0
1503,43.0,13.0,38.0,4.0
1504,44.0,13.0,38.0,4.0
1505,45.0,13.0,38.0,4.0
1506,46.0,13.0,38.0,4.0
1507,47.0,13.0,38.0,4.0
1508,48.0,13.0,38.0,4.0
1509,49.0,13.0,38.0,4.0
1510,50.0,13.0,38.0,4.0
1511,51.0,13.0,38.0,4.0
7,52.0,13.0,38.0,4.0
1512,53.0,13.0,38.0,4.0
1513,54.0,13.0,38.0,4.0
1514,55.0,13.0,38.0,4.0
1515,56.0,13.0,39.0,3.0
1516,57.0,13.0,39.0,3.0
1517,58.0,13.0,39.0,3.0
1518,59.0,13.0,39.0,3.0
1519,60.0,13.0,39.0,3.0
1520,61.0,13.0,39.0,3.0
1521,62.0,13.0,39.0,3.0
1522,63.0,13.0,39.0,3.0
1523,64.0,13.0,39.0,3.0
1524,65.0,13.0,39.0,3.0
1525,66.0,13.0,39.0,3.0
1526,67.0,13.0,39.0,3.0
1527,68.0,13.0,39.0,3.0
1528,69.0,13.0,39.0,3.0
1529,70.0,13.0,39.0,3.0
1530,71.0,13.0,39.0,3.0
1531,72.0,13.0,39.0,3.0
1532,73.0,13.0,39.0,3.0
1533,74.0,13.0,39.0,3.0
1534,75.0,13.0,39.0,3.0
89,76.0,13.0,41.0,2.0
1535,77.0,13.0,41.0,2.0
1536,78.0,13.0,41.0,2.0
97,79.0,13.0,41.0,2.0
1537,80.0,13.0,41.0,2.0
1538,81.0,13.0,41.0,2.0
1539,82.0,13.0,41.0,2.0
1540,83.0,13.0,41.0,2.0
1541,84.0,13.0,41.0,2.0
1542,85.0,13.0,41.0,2.0
1543,86.0,13.0,41.0,2.0
1544,87.0,13.0,41.0,2.0
139,88.0,13.0,41.0,2.0
1545,89.0,13.0,41.0,2.0
1546,90.0,13.0,41.0,2.0
152,91.0,13.0,41.0,2.0
1547,92.0,13.0,41.0,2.0
1548,93.0,13.0,41.0,2.0
1549,94.0,13.0,41.0,2.0
1550,95.0,13.0,41.0,2.0
163,96.0,13.0,41.0,2.0
1551,97.0,13.0,42.0,1.0
1552,98.0,13.0,42.0,1.0
1553,99.0,13.0,42.0,1.0
1554,100.0,13.0,42.0,1.0
1555,101.0,13.0,42.0,1.0
1556,102.0,13.0,42.0,1.0
1557,103.0,13.0,42.0,1.0
1558,104.0,13.0,42.0,1.0
1559,0.0,14.0,38.0,4.0
1560,1.0,14.0,38.0,4.0
1561,2.0,14.0,38.0,4.0
1562,3.0,14.0,38.0,4.0
1563,4.0,14.0,38.0,4.0
1564,5.0,14.0,38.0,4.0
1565,6.0,14.0,38.0,4.0
1566,7.0,14.0,38.0,4.0
1567,8.0,14.0,38.0,4.0
1568,9.0,14.0,38.0,4.0
1569,10.0,14.0,38.0,4.0
1570,11.0,14.0,38.0,4.0
1571,12.0,14.0,38.0,4.0
1572,13.0,14.0,38.0,4.0
1573,14.0,14.0,38.0,4.0
1574,15.0,14.0,38.0,4.0
1575,16.0,14.0,38.0,4.0
1576,17.0,14.0,38.0,4.0
1577,18.0,14.0,38.0,4.0
1578,19.0,14.0,38.0,4.0
1579,20.0,14.0,38.0,4.0
1580,21.0,14.0,38.0,4.0
1581,22.0,14.0,38.0,4.0
1582,23.0,14.0,38.0,4.0
1583,24.0,14.0,38.0,4.0
1584,25.0,14.0,38.0,4.0
1585,26.0,14.0,38.0,4.0
1586,27.0,14.0,38.0,4.0
1587,28.0,14.0,38.0,4.0
1588,29.0,14.0,38.0,4.0
1589,30.0,14.0,38.0,4.0
1590,31.0,14.0,38.0,4.0
1591,32.0,14.0,38.0,4.0
1592,33.0,14.0,38.0,4.0
1593,34.0,14.0,38.0,4.0
1594,35.0,14.0,38.0,4.0
1595,36.0,14.0,38.0,4.0
1596,37.0,14.0,38.0,4.0
1597,38.0,14.0,38.0,4.0
1598,39.0,14.0,38.0,4.0
1599,40.0,14.0,38.0,4.0
1600,41.0,14.0,38.0,4.0
1601,42.0,14.0,38.0,4.0
1602,43.0,14.0,38.0,4.0
1603,44.0,14.0,38.0,4.0
1604,45.0,14.0,38.0,4.0
1605,46.0,14.0,38.0,4.0
1606,47.0,14.0,38.0,4.0
